COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808300942	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo F"	800	104	"196x265, 2012"
9788808400949	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo H"	800	112	"197x266, 2012"
9788808500946	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo I"	720	96	"197x266, 2012"
9788808600943	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo M"	700	80	"197x266, 2012"
9788808700940	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo P"	1070	168	"197x266, 2012"
9788808800848	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo A"	900	136	"197x266, 2012"
9788808800930	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo C"	930	144	"197x266, 2012"
9788808900937	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.bianco			"Modulo D"	700	80	"197x266, 2012"
9788808407184	"ALTAVILLA Luigi-BARBONE Sandro"	"Chimica facile"		"Seconda edizione"	"Volume unico per l'indirizzo odontotecnico"	2210	296	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli editore, 197x265, 2017"
9788808788948	"ALTAVILLA Luigi-BARBONE Sandro"	"Chimica facile"		"Seconda edizione"	"Volume unico per gli indirizzi eno-gastronomico e socio-sanitario"	2210	296	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli editore, 197x265, 2017"
9788808920867	"ALTAVILLA Luigi-BARBONE Sandro"	"Chimica facile"		"Seconda edizione"	"Volume unico"	2040	264	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli editore, 197x265, 2017"
9788808236470	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Confezione Aritmetica 2 + Geometria 2"	2650	536	", , 210x285, 2015"
9788808436474	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Confezione Algebra + Geometria 3"	2730	544	", , 210x285, 2015"
9788808736475	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Volume Idee per imparare 1"	980	192	", , 210x285, 2015"
9788808836472	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Volume Idee per imparare 2"	850	160	", , 210x245, 2015"
9788808936462	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Confezione Aritmetica 1 + Geometria 1+ fascicolo Pronto soccorso"	2720	720	", , 210x285, 2015"
9788808936479	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Terza edizione"	"Volume Idee per imparare 3"	850	160	", , 210x285, 2015"
9788808059796	"FIORIN Maria Grazia"	"Biologia e microbiologia ambientale e sanitaria"		"Seconda edizione di Microbiologia - principi e tecniche"	"Volume unico con risorse digitali Scuolabook"	4160	576	"197x265, 2012"
9788808062369	"BRECCIA Umberto-DE VITA Anna-PIZZORUSSO Alessandro-ROMBOLI Roberto"	"Art. 1-10"	"PERSONE FISICHE"	"1 ed."	"Volume unico"	8650	736	"180x250, 1988"
9788808184849	"BENEDETTO Dario-DEGLI ESPOSTI Mirko-MAFFEI Carlotta"	"Matematica per scienze della vita"		"Terza edizione"	"Volume unico"	5050	544	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2015"
9788808920843	"CELATA Laura-RIGHI Alessandro"	"Il quaderno di fisica"	"Teoria veloce e tanti esercizi da fare sul libro"		"Volume unico"	1780	224	", , 230x285, 2018"
9788808196378	"QUAGLIERINI Carlo"	"Chimica delle fibre tessili"		"Seconda edizione"	"Volume unico con risorse digitali Scuolabook"	2950	352	"197x266, 2012"
9788808263063	"FIANDACA Giovanni-MUSCO Enzo"	"Diritto penale. Parte speciale"	"Volume 2 tomo 1 I delitti contro la persona"	"Quarta edizione"	"Volume unico"	3770	400	"180x245, 2013"
9788808187642	"BULECHEK Gloria-BUTCHER Howard-JOHNSON Marion-MAAS Meridean-MOORHEAD Sue-RIGON Luisa Anna-SWANSON Elizabeth"	"Collegamenti NANDA-I con NOC e NIC"	"Sostenere il ragionamento clinico e la qualità dell'assistenza"	"Seconda edizione"	"Volume unico"	5550	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 166x240, 2014"
9788808066350	"BERSI Paola-RICCI Carlo"	"Guardare Capire Fare"			"Confezione A plus + B con risorse digitali Scuolabook"	3520	632	"230x285, 2009"
9788808124180	"BERSI Paola-RICCI Carlo"	"Guardare Capire Fare"			"Confezione A + B con risorse digitali Scuolabook"	3250	568	"230x285, 2009"
9788808156013	"BERSI Paola-RICCI Carlo"	"Guardare Capire Fare"			"Volume 3"	1460	176	"235x290, 2009"
9788808255860	"BERSI Paola-RICCI Carlo"	"Guardare Capire Fare"			"Volume 2"	1460	168	"235x290, 2009"
9788808334305	"BERSI Paola-RICCI Carlo"	"Guardare Capire Fare"			"Volume A + B Essenziale con risorse digitali Scuolabook"	2490	368	"230x285, 2009"
9788808191113	"CHIACCHIA Federica-SALEMI Piero"	"Corso di disegno"			"Volume 1"	2240	272	"210x285, 2013"
9788808249180	"CHIACCHIA Federica-SALEMI Piero"	"Corso di disegno"			"Volume 2"	2270	272	"210x285, 2013"
9788808900623	"CHIACCHIA Federica-SALEMI Piero"	"Corso di disegno"			"Volume unico"	3570	456	"210x285, 2013"
9788808221131	"ROMENI Claudio"	"Fisica e realtà.blu"		"Seconda edizione"	"Volume 1"	3380	576	", , 197x265, 2017"
9788808537416	"ROMENI Claudio"	"Fisica e realtà.blu"		"Seconda edizione"	"Volume 3"	3290	472	", , 197x265, 2017"
9788808832801	"ROMENI Claudio"	"Fisica e realtà.blu"		"Seconda edizione"	"Volume 2"	2880	432	", , 197x265, 2017"
9788808037541	"DE BENEDETTI Mara-PRACCHI Attilio"	"Antologia dell'architettura moderna"	"Testi, manifesti, utopie"		"Volume unico"	9000	848	"400 i., 195x255, 1988"
9788808086877	"LEDONNE Giuseppina-LEININGER Madeleine-MCFARLAND Marilyn-NUCCHI Marta"	"Infermieristica transculturale"			"Volume unico"	6350	660	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2004"
9788808187178	"ANTONELLI Guido-CLEMENTI Massimo"	"Principi di Virologia medica"		"Terza edizione"	"Volume unico"	4900	448	", , 195x270, 2017"
9788808181794	"FANTAUZZI Annamaria"	"Di corpo in corpo"	"Etnografie tra cura e assistenza infermieristica"		"Volume unico"	3340	328	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2014"
9788808420640	"D'ASCANIO Maria-FASOLI Antonella"	"Mundo social"		"seconda edizione"	"Volume unico"	2040	224	", Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2018"
9788808258106	"AVITABILE Gustavo-CARUSO Ugo-GALLOGLY Ethan B.-MCQUARRIE Donald A-ROCK Peter A."	"Chimica generale"		"Seconda edizione italiana condotta sulla quarta edizione americana"	"Volume unico"	9050	808	"Trad. di G. Avitabile, U. Caruso, 220x295, 2012"
9788808536297	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Osservare e capire # la Terra. Edizione azzurra"		"Seconda edizione"	"• Il nostro pianeta. La geodinamica esogena"	2000	232	", , 230x285, 2015"
9788808637710	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Osservare e capire # la Terra. Edizione azzurra"		"Seconda edizione"	"Volume ••"	1720	200	", , 230x285, 2015"
9788808814203	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Osservare e capire # la Terra. Edizione azzurra"		"Seconda edizione"	"Confezione Il nostro pianeta. La geodinamica esogena - La chimica della natura seconda edizione"	3300	392	", , 230x285, 2015"
9788808181664	"FIORESI Rita-MORIGI Marta"	"Introduzione all'algebra lineare"			"Volume unico"	2400	256	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2015"
9788808086914	"BRUNO Mauro-D'AGOSTINO Michela-SANTORO Rosario"	"Esercizi di fisica"	Elettromagnetismo		"Volume unico"	2450	240	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2004"
9788808072894	"SCHUMANN Walter"	"Guida alle gemme del mondo"		"Seconda edizione"	"Volume unico"	6500	320	"1600 ill., 147x215, 2004"
9788808061492	"SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire"			"Le scienze 1"	1600	360	", , 230x285, 2019"
9788808369604	"SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire"			"Le scienze 3"	1620	416	", , 230x285, 2019"
9788808532794	"SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire"			"Le scienze 2"	1580	328	", , 230x285, 2019"
9788808875402	"SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire"			"Confezione ABCD"	3790	1112	", , 230x285, 2019"
9788808891662	"SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire"			"Idee per imparare"	1460	328	", , 230x285, 2019"
9788808182630		"Concorsi per sedi farmaceutiche - opera in 2 volumi indivisibili"	"Guida alla risoluzione dei quiz"		"Volume unico"	19000	1312	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2012"
9788808521293	"ISRAEL Giorgio"	Meccanicismo	"Trionfi e miserie della visione meccanica del mondo"		"Volume unico"	2890	336	", , 170x240, 2015"
9788808436573	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fit durch den Sommer"			"Niveau A1"	1000	80	", , 195x265, 2015"
9788808536570	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fit durch den Sommer"			"Niveau A2"	1000	80	", , 196x265, 2015"
9788808162564	"BARBUSCIA Maria-CLEMENTI Mara-LANGER Sabina-SEGRÉ Charo"	"Lettere in movimento"			"Confezione con 7 CDaudio per la classe"	3650	0	"138x288, 2012"
9788808208804	"BARBUSCIA Maria-CLEMENTI Mara-LANGER Sabina-SEGRÉ Charo"	"Lettere in movimento"			"Volume 3"	2530	568	"197x266, 2012"
9788808209252	"BARBUSCIA Maria-CLEMENTI Mara-LANGER Sabina-SEGRÉ Charo"	"Lettere in movimento"			"Volume 3 ad alta leggibilità"	800	104	"197x266, 2012"
9788808308849	"BARBUSCIA Maria-CLEMENTI Mara-LANGER Sabina-SEGRÉ Charo"	"Lettere in movimento"			"Volume 3 multimediale con risorse digitali su DVD-ROM"	3010	568	"197x266, 2012"
9788808092083	"DI SALVO Tommaso-MANZONI Alessandro"	"I promessi sposi"		"Seconda edizione"	"Volume unico"	3280	960	"170x240, 1995"
9788808320575	"CAMPOS CABRERO Sonia-PIEROZZI Laura-SALVAGGIO Manuela"	"¡Trato hecho!"	"El español en el mundo de los negocios"	"Seconda edizione"	"Volume unico"	3180	336	", , 210x285, 2019"
9788808197153	"TONDELLI Carla"	"La geografia per tutti"			"Volume 1"	1740	336	", , 230x285, 2015"
9788808236418	"TONDELLI Carla"	"La geografia per tutti"			"Volume Idee per imparare 2"	750	112	", , 230x285, 2015"
9788808336415	"TONDELLI Carla"	"La geografia per tutti"			"Volume Idee per imparare 3"	800	144	", , 230x285, 2015"
9788808436405	"TONDELLI Carla"	"La geografia per tutti"			"Volume 2"	1740	304	", , 230x285, 2015"
9788808536402	"TONDELLI Carla"	"La geografia per tutti"			"Volume 3"	1870	360	", , 230x285, 2015"
9788808936394	"TONDELLI Carla"	"La geografia per tutti"			"Volume 1+2"	2730	552	", , 230x285, 2015"
9788808936400	"TONDELLI Carla"	"La geografia per tutti"			"Volume Idee per imparare 1"	650	96	", , 230x285, 2015"
9788808185617		"HARRISON Practice Pneumologia"			"Volume unico+CD-ROM"	5950	426	"McGraw Hill editore. Distribuzione esclusiva Zanichelli., 140x210, 2012"
9788808085122	"KATCH Frank I.-KATCH Victor l.-MCARDLE William D.-PARISI Attilio"	"Alimentazione nello sport"			"Volume unico"	10450	800	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2001"
9788808621337	"EDIGEO "	"Spagnolo compatto"	"Dizionario Spagnolo-Italiano Italiano-Spagnolo"	"Quarta edizione"	"Volume unico"	1700	504	", , 130x178, 2017"
9788808341990	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"	"versione verde compatta"	"Quarta edizione"	"Volume 3"	3240	432	", , 230x285, 2019"
9788808602794	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"	"versione verde compatta"	"Quarta edizione"	"Volume 2"	2640	336	", , 230x285, 2019"
9788808866875	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"	"versione verde compatta"	"Quarta edizione"	"Volume 1"	2980	336	", , 230x285, 2019"
9788808720696	"BALDI Benedetta-SAVOIA Leonardo M."	"Linguaggio & Comunicazione"	"Introduzione alla linguistica"		"Volume unico"	2800	320	", , 170x240, 2017"
9788808721150	"CAROLO PONTE Laura-FERNÁNDEZ GONZÁLEZ Trinidad-ÃLVAREZ FERNÁNDEZ Noemi"	"¡Consigue el DELE!"	"B2 - Avanzado"		"¡Consigue el DELE!"	1690	144	", , 210x285, 2016"
9788808820914	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"#Terra edizione verde"		"seconda edizione"	"Volume unico"	2380	344	", , 230x285, 2018"
9788808968494	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"#Terra edizione verde"		"seconda edizione"	"Idee per imparare"	1270	208	", , 195x265, 2018"
9788808098610	"MECACCI Luciano"	"Dizionario delle Scienze psicologiche"			"Volume unico"	5200	1456	"oltre 18 000 voci, 155x220, 2012"
9788808152787	"ALIGHIERI Dante-DI SALVO Tommaso"	"Canti scelti dalla Divina Commedia"			"Volume unico"	3220	672	"155x240, 1992"
9788808520616	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Confezione Tecnologia + Tavole per il disegno + Disegno, Laboratorio e Coding"	2600	712	", , 230x285, 2019"
9788808549846	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Idee per imparare"	980	176	", , 197x285, 2019"
9788808456441	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Confezione Tecnologia + Disegno, Laboratorio e Coding"	2500	648	", , 230x285, 2019"
9788808221094	"BESSO Chiara-FRUS Giorgio-RAMPAZZI Gabriella-RONCO Alberto"	"Trasformazioni e riforme del processo civile"	"Dalla l. 69/2009 al d.d.l. delega 10 febbraio 2015"		"Volume unico"	11200	608	", , 180x245, 2015"
9788808178886	"PERFETTI Renzo"	"Circuiti elettrici"		"Seconda edizione"	"Volume unico"	4850	720	"197x270, 2013"
9788808620224	"CALVO Roberto"	"Diritto civile"	"Il contratto"	"seconda edizione"	"Volume unico"	6000	672	", , 170x240, 2020"
9788808257802	"ASHWIN Andrew-MANKIW N Gregory-TAYLOR Mark P."	"Principi di economia per l'impresa"			"Volume unico"	5200	512	"Trad. di P. Canton, M. De Francesco, A. Oliveri, , 197x266, 2015"
9788808520494	"D'AMICO Simonetta-PICCARDI Laura"	"Psicologia per insegnare"	"Un percorso di formazione"		"Volume unico"	2120	224	", , 170x240, 2019"
9788808058416	"PIGNOCCHINO Maria Cristina"	"La chimica e i suoi fenomeni"			"Volume unico con risorse digitali Scuolabook"	1360	144	"230x285, 2011"
9788808805980	"SALVATORE Dominick"	"Economia internazionale"			"Volume 2 - Economia monetaria internazionale"	3460	368	", , 170x240, 2016"
9788808821164	"SALVATORE Dominick"	"Economia internazionale"			"Volume 1 - Commercio internazionale"	4080	448	", , 170x240, 2016"
9788808520951	"DE BERNARDIS Gaetano-SORCI Andrea"	"L'ora di versione"	"Testi, autori e temi di latino"		"Volume unico"	2270	576	", , 197x266, 2017"
9788808400758	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio-SARACENI Silvia-STRUMIA Giorgio"	"Scienze naturali"		"seconda edizione"	"Volume • Chimica + Terra"	1900	240	", , 230x285, 2015"
9788808536747	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio-SARACENI Silvia-STRUMIA Giorgio"	"Scienze naturali"		"seconda edizione"	"Volume •• Biologia"	2000	264	", , 230x285, 2015"
9788808920553	"GERVASIO Paola-QUARTERONI Alfio"	"I delfini delle Eolie, i battiti del cuore, i motori di ricerca"	"Modelli matematici per comprendere, simulare, esplorare"		"Volume unico"	1600	248	", , 180x255, 2019"
9788808199195	"ZOFFOLI Alessandra"	"Verbi latini"	"manuale pratico per l'uso"		"Volume unico"	2620	320	"145x210, 2012"
9788808236364	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 2"	1740	320	"210x285, 2014"
9788808237408	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 4"	3130	472	"210x285, 2014"
9788808337405	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 5"	3330	512	"210x285, 2014"
9788808436368	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 3"	3290	400	"210x285, 2014"
9788808734709	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 1"	1530	176	"210x285, 2014"
9788808737649	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Volume 1+2 plus"	3140	520	"210x285, 2014"
9788808837646	"AMALDI Ugo"	"Dalla mela di Newton al bosone di Higgs"	"La fisica in cinque anni"		"Richiami di Meccanica"	1340	176	"210x285, 2014"
9788808455932	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 2 con Museo digitale"	3980	600	", , 230x285, 2016"
9788808524454	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 2"	3670	600	", , 230x285, 2016"
9788808562630	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 1"	3820	672	", , 230x285, 2016"
9788808637048	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 1 con Museo digitale"	4170	672	", , 230x285, 2016"
9788808829580	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 3"	4260	728	", , 230x285, 2016"
9788808902801	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione azzurra"	"Volume 3 con Museo digitale"	4570	728	", , 230x285, 2016"
9788808063939	"CASALI Claudia-CITTI Vittorio-GUBELLINI Maura-PASETTI Lucia-PENNESI Antonella"	"Candidi soles"	"Storia e antologia della letteratura latina"		"Volume 1 con risorse digitali Scuolabook"	2010	480	"197x266, 2012"
9788808269447	"CASALI Claudia-CITTI Vittorio-GUBELLINI Maura-PASETTI Lucia-PENNESI Antonella"	"Candidi soles"	"Storia e antologia della letteratura latina"		"Volume unico"	3940	1040	"197x266, 2012"
9788808270443	"CASALI Claudia-CITTI Vittorio-GUBELLINI Maura-PASETTI Lucia-PENNESI Antonella"	"Candidi soles"	"Storia e antologia della letteratura latina"		"Volume 2 con risorse digitali Scuolabook"	2340	576	"197x266, 2012"
9788808184443	"LONGONI Beatrice-ROSSIN Maria Raffaella"	"Il problema alcol"	"Comprendere e aiutare chi beve troppo"		"Volume unico"	2300	224	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 200x275, 2009"
9788808211613	"BARICCO Alessandro-SCUOLA HOLDEN "	"La seconda luna"			Scrivere	800	176	", , 170x240, 2018"
9788808534644	"BARICCO Alessandro-SCUOLA HOLDEN "	"La seconda luna"			"Leggere 2"	2140	672	", , 170x240, 2018"
9788808857675	"BARICCO Alessandro-SCUOLA HOLDEN "	"La seconda luna"			Narrare	1600	544	", , 170x240, 2018"
9788808920744	"BARICCO Alessandro-SCUOLA HOLDEN "	"La seconda luna"			"Leggere 1"	2430	776	", , 170x240, 2018"
9788808850430	"BARICCO Alessandro-SCUOLA HOLDEN "	"La seconda luna"			"La scoperta del romanzo"	1280	192	", , 170x240, 2018"
9788808721259	"BARBUJANI Guido-VOZZA Lisa"	"Il gene riluttante"	"Diamo troppe responsabilità al DNA?"		"Volume unico"	1190	160	", , 115x175, 2016"
9788808065773	"TANCON Erica"	"Grammatica russa"			"Volume unico"	2950	304	"Con la collaborazione di M. C. Pesenti., trad. di S. Favero, 145x210, 2008"
9788808299512		"Greco moderno"	"Dizionario Greco moderno-Italiano Italiano-Greco moderno"	"Seconda edizione"	"Volume con DVD-Rom"	5050	1440	"155x217, 2013"
9788808220325	"CRAINE Leslie E-HADAD Christopher M-HART David J-HART Harold"	"Chimica organica.blu"			"Volume unico"	2480	320	", , 197x270, 2020"
9788808780041	"SIOLI Maximiliano-UGUZZONI Arnaldo-VILLA Mauro"	"Esercizi di Fisica - Termodinamica, fluidi, onde e relatività"	"Come risolvere i problemi"		"Volume unico"	2530	240	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2018"
9788808626943	"FORMICHI Fiorenzo-MEINI Giorgio"	Informatica	"per Telecomunicazioni"	"Seconda edizione"	"Volume 1"	2350	336	", , 195x265, 2018"
9788808723666	"FORMICHI Fiorenzo-MEINI Giorgio"	Informatica	"per Telecomunicazioni"	"Seconda edizione"	"Volume 2"	2630	368	", , 197x266, 2018"
9788808127891	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio-SARACENI Silvia-STRUMIA Giorgio"	"Scienze integrate"			"Volume AB"	2180	272	"230x285, 2010"
9788808127952	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio-SARACENI Silvia-STRUMIA Giorgio"	"Scienze integrate"			"Volume CD"	2600	320	"230x285, 2010"
9788808166449	"MARINO Susanna"	"Grammatica pratica di giapponese"	"Con esercizi di autoverifica"		"Volume unico"	2800	208	"Susanna Marino, 145x210, 2008"
9788808627148	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"#Terra edizione azzurra"		"seconda edizione"	"Volume per il primo biennio"	1980	256	", , 230x285, 2020"
9788808668066	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"#Terra edizione azzurra"		"seconda edizione"	"Volume per il primo biennio con chimica"	2500	328	", , 230x285, 2020"
9788808839008	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"#Terra edizione azzurra"		"seconda edizione"	"Volume per il triennio"	1760	224	", , 230x285, 2020"
9788808181008	"BARBIERI Paola-BIAVASCO Francesca-CHARLES T. C.-DUPONT C.-FOSCHINO Roberto Carmine-PRUZZO Carla-THALLER Maria Cristina-WESSNER D. R.-ZANARDINI Elisabetta"	Microbiologia			"Volume unico"	11550	912	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 230x295, 2015"
9788808063250	"PAVANELLO Mariano"	"Fare antropologia"	"Metodi per la ricerca etnografica"		"Volume unico"	3050	288	"170x240, 2009"
9788808355843	"STOPPIONI Elena"	"Gestione dell'ambiente e del territorio"			"Volume unico"	1630	200	"197x266, 2014"
9788808080080	"ALFONSI Giancarlo-ORSI Enrico Maria"	"Problemi di idraulica e meccanica dei fluidi"			"Volume unico"	5500	516	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 1984"
9788808920645	"CREA Adelaide"	"Principi di chimica analitica"			"Volume unico"	2410	320	", , 197x265, 2019"
9788808120946	"AMALDI Ugo"	Fisica.verde			"Volume unico"	3470	616	", , 210x284, 2017"
9788808327895	"AMALDI Ugo"	Fisica.verde			"Volume 1"	2230	384	", , 210x285, 2017"
9788808719447	"AMALDI Ugo"	Fisica.verde			"Volume 2"	2260	288	", , 210x283, 2017"
9788808464576	"AMALDI Ugo"	Fisica.verde			"Idee per imparare"	1030	192	", , 210x285, 2017"
9788808157478	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"Volume 1 con Laboratorio delle competenze"	1900	272	"230x285, 2014"
9788808335265	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"In poche parole volume 1"	600	88	"230x285, 2014"
9788808400239	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"Volume 2 con Laboratorio delle competenze"	2000	280	"230x285, 2014"
9788808435262	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"In poche parole volume 2"	700	104	"230x285, 2014"
9788808535269	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"In poche parole volume 3"	700	112	"230x285, 2014"
9788808900234	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Geocommunity multimediale edizione arancione"		"Seconda edizione di Geograficamente"	"Volume 3 con Laboratorio delle competenze"	2170	304	"230x285, 2014"
9788808137708	"TIBONE Federico"	"Tecnologie informatiche"	"Comunicare con il computer con Windows 7 e Office 2007"		"Volume unico multimediale con CD-ROM"	3160	304	"210x285, 2011"
9788808813909	"FEDERLE Giovanni-STEFANI Carla"	"Gli strumenti del grafico"	"Laboratorio di grafica"	"Seconda edizione"	"Volume per il secondo biennio"	3320	408	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808642899	"FEDERLE Giovanni-STEFANI Carla"	"Gli strumenti del grafico"	"Laboratorio di grafica"	"Seconda edizione"	"Volume per il quinto anno"	1580	184	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808318688	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Algebra.blu			Statistica&Probabilità.blu	700	88	"196x266, 2010"
9788808186966	"COSTANZA Rodolfo"	"La questione infermieristica: prendersi cura o  curare?"	"L'infermieristica è o non è una scienza?"		"Volume unico"	4000	448	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2012"
9788808172204	"FEDERLE Giovanni-STEFANI Carla"	"Progettazione grafica"	"nuova edizione di Elementi di progettazione grafica"		"Volume unico"	3120	352	"196x285, 2013"
9788808180803	"MANTOVAN Franco-RIGON Luisa Anna-WIETECK Pia"	"ENP - Percorsi per la pratica infermieristica"			"Volume unico"	7050	744	"Franco Mantovan e Luisanna Rigon, Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 290x205, 2015"
9788808812353	"FABIANI Massimo"	"Diritto della crisi e dell'insolvenza"	"Aggiornato alla l. 19 ottobre 2017, n. 155"		"Volume unico"	9950	656	", , 180x245, 2017"
9788808270665	"FRANCHELLA Miriam-RUSSO Laura"	"La logica in sintesi"	"per ripassare e prepararsi ai Test di ammissione all'università"		"Volume unico"	990	72	"196x265, 2015"
9788808402035	"CARPANELLI Francesca"	"La geografia in 30 lezioni"		"seconda edizione"	"Volume unico PLUS"	1560	216	", , 230x285, 2020"
